lockitver|DO NOT DELETE THIS LINE! 2896
dlga_lord_recruit_2_philosophy:lord_recruit_2|{s43} Vouliez-vous parler d'autre chose ?
dlga_lord_recruit_2:lord_recruit_2_discontent|Que pensez-vous de {s15} ?
dlga_lord_recruit_2:lord_recruit_3_a|Vous souvenez-vous de ce que je vous ai dit plus tôt ?
dlga_lord_recruit_2:lord_recruit_quarrel_describe|J'ai entendu dire que vous aviez eu un différend avec {s16}
dlga_lord_recruit_quarrel_describe:lord_recruit_2|Ce n'est pas un secret. {s14}
dlga_lord_recruit_2:lord_pretalk|Peu importe.
dlga_lord_recruit_2_discontent:lord_recruit_2_discontent_b|{s12}
dlga_lord_recruit_2_discontent:lord_recruit_hesitant|{s12}
dlga_lord_recruit_2_discontent_b:lord_recruit_3|Parfois, je m'inquiète pour l'état du royaume.
dlga_lord_recruit_hesitant:lord_recruit_hesitant_persuade|Vous voulez bien m'en dire un peu plus ?
dlga_lord_recruit_hesitant:lord_pretalk|Ah ! Très bien.
dlga_lord_recruit_hesitant_persuade:lord_recruit_3|Eh bien, à vrai dire, je dois admettre qu'il m'arrive de m'inquiéter pour l'état du royaume.
dlga_lord_recruit_hesitant_persuade:lord_pretalk|Vous jouez avec ma patience. Je vous dis que je n'avais rien à dire.
dlga_lord_recruit_3:lord_recruit_3_a|Eh bien, j'ai quelque chose à vous dire.
dlga_lord_recruit_3:lord_pretalk|Eh bien, c'est intéressant. Mais assez de politique.
dlga_lord_recruit_3_a:lord_recruit_3_reset_claim|{s12}
dlga_lord_recruit_3_reset_claim:lord_recruit_3_claim|Oui, c'est ça.
dlga_lord_recruit_3_reset_claim:lord_recruit_3_a_reset|Permettez-vous de formuler cela autrement.
dlga_lord_recruit_3_a:lord_recruit_3_b|Oui ?
dlga_lord_recruit_3_a_reset:lord_recruit_3_b|Oui ?
dlga_lord_recruit_3_b:lord_recruit_3_why|Je vous demande de m'aider à accéder au trône de Calradia
dlga_lord_recruit_3_b:lord_recruit_3_why.1|Je vous demande de jurer allégeance à mon suzerain, {s45}, en tant que monarque de tout Calradia
dlga_lord_recruit_3_b:lord_pretalk|Peu importe.
dlga_lord_recruit_3_dilemma_1:lord_recruit_3_dilemma_2|{s43}
dlga_lord_recruit_3_dilemma_2:lord_recruit_3_why|{s43}
dlga_lord_recruit_3_why:lord_recruit_3_d|Pourquoi devrais-je soutenir {s44} ?
dlga_lord_recruit_3_d:lord_recruit_3_claim|{s43}
dlga_lord_recruit_3_d:lord_recruit_3_claim.1|Si {s45} était {s47}, {s45} traiterait tous les hommes équitablement et défendrait les droits du peuple.
dlga_lord_recruit_3_d:lord_recruit_3_claim.2|Si {s45} était {s47}, {s45} défendrait vos anciens droits en tant que noble de ce pays.
dlga_lord_recruit_3_d:lord_recruit_3_claim.3|Car {s45} peut unir Calradia et mettre fin à cette discorde.
dlga_lord_recruit_3_d:lord_recruit_3_claim.4|Car {s45} vous donnera des terres pour vous récompenser.
dlga_lord_recruit_3_d:lord_pretalk|Peu importe
dlga_lord_recruit_3_claim:lord_recruit_3_claim|Pourquoi ne diriez-vous pas à chacun ce qu'ils veulent entendre ? {s12}
dlga_lord_recruit_3_claim:lord_recruit_4|{s12}
dlga_lord_recruit_3_claim:lord_pretalk|{s12}
dlga_lord_recruit_4:lord_recruit_4_objective_conditions|Je vous demande de jurer allégeance à {s16}.
dlga_lord_recruit_4:lord_pretalk|Peu importe.
dlga_lord_recruit_4_objective_conditions:lord_recruit_5_security|Permettez-moi d'y réfléchir...
dlga_lord_recruit_5_security:lord_recruit_5_political|{s32}
dlga_lord_recruit_5_political:lord_recruit_5_ideological|{s31}
dlga_lord_recruit_5_ideological:lord_recruit_5_change_sides|{s33}
dlga_lord_recruit_5_change_sides:lord_recruit_6|{s34}
dlga_lord_recruit_6:lord_recruit_6_reaction|L'heure est venue de prendre une décision.
dlga_lord_recruit_6:lord_pretalk|Inutile de prendre une décision… Nous pourrons en reparler plus tard.
dlga_lord_recruit_6_reaction:lord_recruit_7_decision|Très bien...
dlga_lord_recruit_7_decision:lord_pretalk|{s12}
dlga_lord_recruit_7_decision:lord_recruit_pledge|Très bien… Je suis prêt à m'engager auprès de {s4} comme {reg4?reine:roi}.
dlga_lord_recruit_pledge:lord_recruit_pledge|Souvenez-vous. Vous m'avez promis un fief. Je veillerai à ce que vous teniez cette promesse.
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude|Qu'il en soit ainsi… Je vous jure allégeance en tant que fidèle vassal. Je serai à vos côtés pour combattre vos ennemis si vous en avez besoin et appuyer vos revendications ainsi que celles de vos héritiers légitimes. En retour, j'attends que vous me protégiez et reconnaissiez mes droits en tant que vassal.
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude.1|Qu'il en soit ainsi… Vous pouvez informer {s4} que je suis désormais son fidèle vassal, le resterai jusqu'à mon dernier souffle et serai à ses côtés pour combattre ses ennemis, si nécessaire, et appuyer ses revendications ainsi que celle de ses héritiers légitimes. En retour, j'attends sa protection et sa reconnaissance de mes droits en tant que vassal.
dlga_lord_recruit_pledge_conclude:close_window|Voilà... Je viens de franchir un pas important. Je vais m'en aller, car il me faut me préparer à ce qui m'attend.
dlga_lord_start:close_window.3|J'ai reçu un présent remis par {reg4?ma:mon}{s11} {s10}. Quelle noble attention, {monsieur/madame} ! Je regrette que nous nous soyons querellés.
dlga_lord_start:close_window.4|J'ai reçu un présent remis par {s11} {s10}. Aussi, je jette l'éponge sur ce qui s'est passé.
dlga_lord_start:close_window.5|J'ai reçu un présent remis par {s11} {s10}. Bah ! Vous croyez que mon amitié s'achète ?
dlga_lord_start:close_window.6|J'ai reçu un présent remis par {s11} {s10}. Compte tenu de l'importance que je lui accorde, je ne peux pas oublier nos différends.
dlga_lord_talk:denounce_lord_results|J'ai suivi votre suggestion et dénoncé {s4}.
dlga_lord_talk:lord_quest_intrigue_result|J'ai fait ce que vous avez demandé et parlé à {s5} de la menace posée par {s4}.
dlga_lord_quest_intrigue_result:close_window|Très bien... Mais hélas, {s5} semble ne pas avoir compris. Recevez malgré tout notre reconnaissance pour avoir essayé.
dlga_lord_talk:lord_lend_companion_end|J'aimerais récupérer {s14},{s65}, si vous n'avez plus besoin de ses services.
dlga_lord_lend_companion_end:lord_pretalk|Vous avez déjà beaucoup d'hommes au sein de votre compagnie, {playername}. Vous ne pouvez en diriger plus pour le moment.
dlga_lord_lend_companion_end:lord_pretalk.1|Bien entendu, {playername}. C'est {reg3?une fille intelligente:un type intelligent}, vous êtes {un homme chanceux/une femme chanceuse} d'avoir de compagnons si remarquables. 
dlga_lord_talk:lord_ask_to_collect_debt|Je suis venu collecter la dette que vous devez à {s1}.
dlga_lord_ask_to_collect_debt:lord_ask_to_collect_debt_2|Oh. Certes, {s1} m'a effectivement prêté un peu d'argent il y a quelques temps, mais je lui ai rendu de nombreux services dans le passé et je considère cet argent comme paiement légitime. 
dlga_lord_ask_to_collect_debt_2:convince_begin|{s1} considère que c'est une dette. Il m'a demandé de parler avec vous en son nom.
dlga_lord_ask_to_collect_debt_2:lord_pretalk|Dans ce cas, je n'insisterai pas.
dlga_convince_accept:close_window|Ma dette envers {s8} est impayée depuis très longtemps et cela m'a beaucoup gêné. Je vous serais reconnaissant d'accepter de lui remettre l'argent. Faites-lui parvenir ces {reg10} deniers et remerciez-le de ma part.
dlga_lord_talk:lord_ask_to_make_peace|Je vous en prie, {s64}, il est temps de mettre un terme à la guerre entre {s12} et {s13}.
dlga_lord_ask_to_make_peace:lord_ask_to_make_peace_2|Hein ? Je ne suis pas sûr de vous avoir bien compris, {playername}. Oublier la guerre n'est facile pour aucun des deux camps impliqués et pour ma part, j'ai une très bonne mémoire. Pourquoi devrais-je avoir un quelconque intérêt à négocier la paix avec ces chiens ?
dlga_lord_ask_to_make_peace_2:convince_begin|Je peux peut-être vous convaincre de le faire... 
dlga_lord_ask_to_make_peace_2:lord_pretalk|Peu importe, la paix peut attendre pour l'instant.
dlga_convince_accept:close_window.1|Vous... m'avez convaincu, {playername}. Très bien, dans ce cas, vous avez ma bénédiction pour faire une proposition de paix à {s14}. Je ne peux pas vous garantir qu'ils l'accepteront, mais je vais me préparer au cas où.
dlga_lord_talk:lord_challenge_duel_for_lady|Je veux que vous retiriez vos accusations proférées contre {s1}.
dlga_lord_challenge_duel_for_lady:lord_challenge_duel_for_lady_2|Quelles accusations ? Tout le monde sait qu'elle couche avec ses garçons d'écurie et avec toute autre personne qu'elle peut avoir sous la main au moment où son époux n'est pas là. Je ne fais que répéter ce que beaucoup racontent.
dlga_lord_challenge_duel_for_lady_2:lord_pretalk|Si vous le dites...
dlga_lord_challenge_duel:close_window|{s15}
dlga_lord_talk:lord_challenge_courtship_rival|Renoncez à la cour de {s5} !
dlga_lord_challenge_courtship_rival:lord_challenge_courtship_rival_2|Ou quoi ? Vous envisagez d'affronter une dame en duel ? Eh bien sachez que notre suzerain n'apprécie guère de tels agissements alors que chacun doit s'unir contre l'ennemi étranger.
dlga_lord_challenge_courtship_rival_2:lord_challenge_duel|Vous avez peur de me combattre ?
dlga_lord_challenge_courtship_rival_2:lord_pretalk|Pardon. J'ai parlé sans réfléchir...
dlga_lord_talk:lord_message_delivered|J'apporte un message de la part de {s9}.
dlga_lord_message_delivered:lord_pretalk|Oh ? Permettez-moi de regarder ceci... Bien bien bien ! C'est une bonne chose que vous me l'ayez apporté, {playername}. Apposez mon sceau pour prouver que je l'ai reçu et transmettez mes amitiés à {s9} lorsque vous le reverrez.
dlga_lord_talk:lord_message_delivered_enemy|J'apporte un message de la part de {s9}.
dlga_lord_message_delivered_enemy:close_window|Oh ? Permettez-moi de regarder ceci... Hmmm... C'est une bonne chose que vous me l'ayez apporté, {playername}. Apposez mon sceau pour prouver que je l'ai reçu, en vous remerciant.
dlga_lord_talk:lord_deliver_message_prisoner|J'apporte un message de la part de {s11}.
dlga_lord_deliver_message_prisoner:lord_deliver_message_prisoner_2|Est-ce possible ? Oh, merci du fond du cœur, {playername} ! Vous avez amené de l'espoir et un peu de soleil à ces murs sinistres. Un jour peut-être, je pourrai vous dédommager.
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2a|C'est le moins que je puisse faire, {s65}.
dlga_lord_deliver_message_prisoner_2a:close_window|Vous n'avez pas idée à quel point je vous suis reconnaissant, {playername}. Mille mercis.
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2b|Aucun problème, {s65}. Vous en aurez largement l'opportunité une fois que vous serez de nouveau libre.
dlga_lord_deliver_message_prisoner_2b:close_window|Hah, bien entendu, {playername}. Vous avez mon éternelle gratitude.
dlga_lord_talk:lord_rescue_by_replace_offer|N'ayez crainte, je suis ici pour vous recruter.
dlga_lord_rescue_by_replace_offer:lord_rescue_by_replace_offer_2|Sacrebleu, êtes-vous sérieux ? Quel est votre plan ? 
dlga_lord_rescue_by_replace_offer_2:lord_rescue_by_replace_offer_3|Une simple ruse, {s65}. Si nous échangeons nos habits, je prendrai votre place ici en prison, pendant que vous évaderez en vous faisant passer pour moi. J'ai payé un joli pot-de-vin aux gardes, avec lequel ils ont, j'en suis sûr, déjà dû acheter la moitié des réserves de vin de la taverne la plus proche. Avec un peu de chance ils seront bientôt tellement ivres qu'ils éprouveront même de la difficulté à reconnaître leur propre mère et pas un seul d'entre eux ne pourra distinguer l'un de l'autre. Du moins, pas avant que vous ne soyez à l'abri.
dlga_lord_rescue_by_replace_offer_3:lord_rescue_by_replace_offer_4|Hmm... ça pourrait marcher... Mais quand est-il de vous, {mon ami/madame} ? Les gardes ne n'apprécieront pas cette duperie. Vous allez peut-être finir par passer vous-même du temps dans cette geôle.
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5a|Aucun problème, {s65}. Je commence déjà à m'habituer à cette pièce.
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5b|Je devrais bien me comporter tant qu'il y a une bonne récompense à la clé.
dlga_lord_rescue_by_replace_offer_5a:lord_rescue_by_replace_offer_6|Vous êtes en réalité courageux dans l'âme, Je ne l'oublierai pas.
dlga_lord_rescue_by_replace_offer_5b:lord_rescue_by_replace_offer_6|Naturellement, {mon ami/madame}, Naturellement ! Venez me voir lorsque que vous aurez retrouvé votre liberté et je serai probablement en mesure de vous rembourser ma dette.
dlga_lord_rescue_by_replace_offer_6:close_window|Échangeons sans attendre nos habits, {s65}. Vous devriez être parti d'ici depuis longtemps.
dlga_lord_talk:lord_ask_pardon_after_oath_renounced|{s66}, je souhaite que mon ancien serment prêté à {s4} soit réhabilité.
dlga_lord_ask_pardon_after_oath_renounced:lord_pretalk|C'est une décision trop lourde à prendre, {playername}. Vous devriez aller chercher {s4}. Il est le seul à pouvoir accorder ou refuser une telle clémence.  
dlga_lord_ask_pardon_after_oath_renounced:lord_ask_pardon_terms|{s11}.
dlga_lord_ask_pardon_terms:lord_pretalk|Comme vous voulez, {s65}. J'accepterai votre jugement.
dlga_lord_ask_pardon_terms:lord_pretalk.1|Une honte, {s65}. Une honte.
dlga_lord_ask_pardon_terms:lord_pretalk.2|Bien, dans ce cas, partez et mourez seul.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace|Soit, je suis prêt. 
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected|Tout bien réfléchi, non. Je ne souhaite pas réintégrer votre service. 
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace.1|Soit, j'accepte ces conditions.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected.1|C'est un prix bien trop élevé, {s65}. Je dois refuser.
dlga_lord_ask_pardon_after_renounce_peace:lord_pretalk|Excellent. Même si vous vous êtes éloigné de nous, {playername}, nos cœurs se réjouissent à l'idée de vous voir reprendre le droit chemin. Par la présente, je réhabilite votre serment d'hommage. Redevenez un {homme/guerrier} d'honneur à mon service.
dlga_lord_ask_pardon_terms_rejected:close_window|Hors de ma vue, traître ! Partez et ne revenez pas !
dlga_lord_talk:lord_ask_pardon|Je souhaite faire la paix avec {s4}.
dlga_lord_ask_pardon:lord_pretalk|Vraiment, {playername} ? Alors partons et emportez votre épée pour le voyage. Que la paix soit avec nous.
dlga_lord_ask_pardon:lord_pretalk.1|{playername}, vous êtes {un seigneur/une dame} sans maître, possédant des domaines à votre nom et n'avez prêté aucune allégeance envers un royaume. Aucun roi en Calradia n'acceptera d'établir une paix à long terme avec vous
dlga_lord_ask_pardon:lord_pretalk.2|Faire la paix alors que je dispose de l'avantage ? Je ne crois pas.
dlga_lord_ask_pardon:lord_pretalk.3|Je ne vois aucun intérêt à faire la paix.
dlga_lord_ask_pardon:lord_truce_offer|Oui... J'en ai assez de vous combattre. Je pourrais vous proposer une trêve de quarante jours. Si vous tenez parole et ne molestez ni mes terres ni mes sujets, nous pourrons en reparler...
dlga_lord_truce_offer:close_window|J'accepte. Arrêtons de nous faire la guerre… Du moins, pour le moment
dlga_lord_truce_offer:lord_pretalk|À la réflexion, un tel accord n'est pas dans mon intérêt.
dlga_lord_ask_pardon:lord_ask_pardon_2|Hmm... Je pourrais utiliser de mon influence pour que vous soyez pardonné, {playername}, mais certains vous considèrent comme un ennemi et ne ne seront pas satisfaits à moins que vous ne payez un tribut. Globalement, vous devez apporté pas moins de {reg16} deniers pour vous faire des amis dans {s4}. 
