str_no_string|NO STRING! 
str_npc8_kingsupport_2|我 願 意—— 但 有 個 條 件。 你 會 在 帕 拉 汶 或 者 薩 哥 斯 或 者 任 何 其 它 你 想 統 治 的 地 方 稱 王， 而 我 要 統 治 我 自 己 的 領 地。 並 且 如 果 我 因 為 領 地 、 家 畜 或 者 血 光 而 和 你 的 某 個 封 臣 發 生 矛 盾， 你 得 依 照 古 老 的 方 法， 為 我 們 安 排 一 場 決 鬥， 用 刀 劍 說 話， 讓 上 天 來 決 定 誰 是 誰 非。 
str_npc9_kingsupport_2|我 願 意， 先 生， 而 且 別 人 也 一 樣 會。 但 是 我 在 想—— 你 需 要 告 知 那 些 貴 族 領 主 們 你 將 支 持 他 們 舊 時 的 傳 統 權 利。 現 在， 卡 拉 迪 亞 一 片 混 亂—— 領 主 擁 有 領 地， 國 王 擁 有 森 林， 城 鎮 擁 有 在 城 門 設 卡 收 稅 的 權 力， 而 平 民 在 星 期 二 可 以 臨 時 使 用 牧 場， 還 得 除 了 日 瓦 車 則—— 那 裡 是 星 期 三。 誰 能 記 得 住？ 所 以 我 建 議 你 讓 事 情 簡 單 化， 就 像 在 昔 日 那 樣—— {國 王/君 主} 據 尊， 然 後 是 領 主， 然 後 就 是 其 他 所 有 人。 
str_npc10_kingsupport_2|當 然， {兄 弟/姐 們}。 但 是 我 得 說 你 要 考 慮 一 下 我 的 一 個 想 法。 如 果 你 成 為 {國 王/女 王}， 我 會 要 求 你 的 朝 廷 對 普 通 大 眾 敞 開 大 門， 而 不 僅 僅 是 為 那 些 領 主 和 皇 族 服 務。 我 會 要 求 你 告 知 天 下 任 何 人 都 會 得 到 公 正 的 對 待 和 判 決， 任 何 人 都 有 直 接 向 你 申 訴 的 權 利。 而 現 在， 只 有 領 主 有 這 樣 的 權 利—— 我 覺 得 卡 拉 迪 亞 的 任 何 一 個 人 都 應 該 也 有 這 個 權 利。 
str_npc11_kingsupport_2|當 然， 我 願 意！ 讓 我 看 看 你 的 手， 給 我…… 啊 哈！ 你 有「 王 者 印 記」。 至 少， 在 我 們 帕 拉 汶 是 這 麼 叫 的。 我 在 蘇 諾 聽 說 這 叫「 皇 帝 紋」， 不 過 在 那 裡 他 們 叫 什 麼 東 西 都 和 別 人 兩 樣 的。 總 之， 你 的 這 條 特 別 長—— 我 要 說 這 意 味 著 你 會 上 位！ 這 是 你 命 中 注 定 的！ 事 實 上， 我 甚 至 能 想 起 關 於 這 個 的 一 個 預 言。 嗯， 那 是 怎 麼 說 的 來 著…… 
str_npc12_kingsupport_2|當 然， 隊 長。 但 是， 如 果 說 我 在 周 游 這 片 大 陸 時 學 到 了 點 什 麼 的 話， 那 就 是： 卡 拉 迪 亞 是 個 史 無 前 例 的 大 麻 煩。 一 切 都 應 該 依 照 昔 日 帝 國 時 期 的 做 法 去 做—— 雖 然 現 在 不 到 百 分 之 一 的 人 能 讀 古 卡 拉 迪 亞 文 到 看 懂 編 年 史 的 程 度！ 維 魯 加 的 商 人 按 照「 帝 制」 禮 俗 出 嫁 他 們 的 女 兒。 日 瓦 車 則 的 牧 人 勾 兌「 帝 制」 黃 油。 而 當 然 了， 每 個 國 王 都 應 該 參 照「 帝 制」 律 法 來 加 冕。 
str_npc13_kingsupport_2|當 然， 我 的 大 人。 同 樣， 從 安 塔 拉 的 傳 說 中 我 們 了 解 到， 在 稱 王 之 路 上， 這 並 不 妨 礙 成 為 傳 奇 人 物， 描 述 著 某 人 的 事 跡 在 營 地 的 篝 火 邊 和 家 裡 的 圍 爐 旁 被 吟 詠 著。 你 不 用 懷 疑， 我 自 認 為 我 自 己 還 是 個 不 錯 的 詩 人。 
str_npc14_kingsupport_2|我 當 然 願 意， 先 生。 我 想 你 能 聯 合 這 片 大 陸， 然 後 我 們 就 能 糾 集 一 支 在 卡 拉 迪 亞 數 載 之 內 不 會 有 所 匹 敵 的 軍 隊—— 斯 瓦 迪 亞 槍 騎 兵， 維 吉 亞 弓 箭 手， 羅 多 克 長 矛 手， 薩 蘭 德 劍 手， 諾 德 斧 手， 以 及 庫 吉 特 游 擊 射 手， 然 後 越 過 群 山 去 征 服 卡 拉 迪 亞 帝 國 曾 經 統 治 過 的 所 有 大 陸。 
str_npc15_kingsupport_2|我 願 意。 人 們 也 許 會 說 你 身 上 流 淌 的 沒 有 皇 室 的 血 統。 但 是 據 我 所 知， 皇 室 血 統 只 會 讓 你 變 得 小 氣。 國 王 和 貴 族 們 會 拿 借 款 或 者 傭 金 去 派 用 場， 而 絲 毫 不 考 慮 他 們 是 否 會 償 還 這 些 傭 金 給 那 些 辛 苦 勞 作 了 一 天 准 備 靠 這 個 去 吃 飯 人 們。 如 果 你 問 我， 我 會 告 訴 你 言 而 有 信 的 人 才 能 當 {國 王/女 王}， 而 不 應 該 是 靠 特 別 的 血 統。 
str_npc16_kingsupport_2|當 然， 我 的 {大 人/夫 人}。 而 另 外 的， 我 認 為 像 我 這 樣 的 女 孩 可 以 在 這 片 大 陸 的 領 主 中 為 你 獲 取 他 們 的 支 持 提 供 一 些 幫 助。 常 年 以 來 我 在 他 們 的 計 劃 和 密 謀 中 只 擔 當 過 小 角 色， 但 是 我 想 我 知 道 他 們 的 企 圖。 而 有 了 我 知 道 的 他 們 的 秘 密， 他 們 不 會 阻 擋 我 進 入 他 們 的 大 廳， 現 在 他 們 不 正 是 這 樣 嗎？ 
str_npc1_kingsupport_2a|請 繼 續 說…… 
str_npc2_kingsupport_2a|請 繼 續…… 
str_npc3_kingsupport_2a|請 繼 續…… 
str_npc4_kingsupport_2a|當 然—— 讓 我 告 訴 你 他 所 有 的 事 情。 
str_npc5_kingsupport_2a|請 繼 續 說…… 
str_npc6_kingsupport_2a|好 極 了 
str_npc7_kingsupport_2a|好 吧， 是， 我 會 試 著 執 行 命 令…… 
str_npc8_kingsupport_2a|很 好 
str_npc9_kingsupport_2a|那 聽 起 來 很 明 智…… 
str_npc10_kingsupport_2a|當 然—— 我 會 把 那 項 權 利 加 入 我 的 計 劃 
str_npc11_kingsupport_2a|看 看 你 是 否 會 想 起 那 預 言。 
str_npc12_kingsupport_2a|有 趣。 請 繼 續 說…… 
str_npc13_kingsupport_2a|啊， 是， 你 是 啊。 
str_npc14_kingsupport_2a|請 繼 續 說…… 
str_npc15_kingsupport_2a|說 得 好， 我 的 好 部 下 
str_npc16_kingsupport_2a|有 趣…… 請 繼 續 
str_npc1_kingsupport_2b|好 吧。 我 們 來 看 看 那 怎 麼 改 變…… 
str_npc2_kingsupport_2b|我 沒 有 尋 求 他 們 的 支 持， 因 為 他 們 無 疑 打 算 在 這 件 事 當 中 獲 益。 
str_npc3_kingsupport_2b|我 對 那 種 會 讓 我 陷 入 麻 煩 的 事 情 沒 興 趣。 
str_npc4_kingsupport_2b|我 不 會 參 與 這 個 
str_npc5_kingsupport_2b|我 說 我 想 當 {國 王/女 王}， 而 不 是 陷 入 游 牧 民 族 的 瑣 事 裡 面 
str_npc6_kingsupport_2b|我 不 確 信 我 能 承 擔 那 麼 多 重 任 
str_npc7_kingsupport_2b|我 認 為 也 許 你 關 於 國 王 對 和 平 的 建 議 想 的 太 多 了， 就 是 那 樣 
str_npc8_kingsupport_2b|那 真 是 個 荒 唐 的 條 件 
str_npc9_kingsupport_2b|我 不 確 信 執 行 你 的 那 些 想 法 會 像 你 想 的 那 麼「 簡 單」 
str_npc10_kingsupport_2b|嗯。 讓 我 回 頭 再 想 想 這 個。 
str_npc11_kingsupport_2b|啊…… 請 松 開 我 的 手。 
str_npc12_kingsupport_2b|夠 了， 先 生。 我 不 允 許 你 嘲 笑 我 們 的 傳 統 
str_npc13_kingsupport_2b|嗯。 我 不 確 信 那 個。 
str_npc14_kingsupport_2b|事 實 上， 我 希 望 能 在 稱 王 之 後 能 消 停 一 段 時 間…… 
str_npc15_kingsupport_2b|也 許 吧， 一 個 打 工 的 {國 王/女 王}， 別 再 說 了 
str_npc16_kingsupport_2b|無 意 冒 犯 你， 但 我 不 確 定 我 會 采 用 那 種 手 段 
str_npc1_kingsupport_3|如 果 我 能 在 這 片 大 陸 上 走 動 幾 個 星 期， 告 訴 大 伙 們 你 將 像 老 帝 國 時 期 那 樣 特 赦 他 們 的 親 屬—— 那 麼， 他 們 就 會 開 始 把 你 當 作 君 主 而 談 論， 而 那 會 鋪 就 你 通 往 王 座 之 路。 要 我 那 麼 做 嗎， 老 板？ 
str_npc2_kingsupport_2|如 果 你 打 算， 隊 長， 我 可 以 花 上 幾 周 去 拜 訪 我 有 聯 系 的 行 會 所 以 及 商 人 旅 館， 給 他 們 說 明， 在 你 統 治 之 下， 他 們 將 擁 有 一 位 阻 止 那 些 貪 婪 貴 族 的 {國 王/統 治 者}， 以 及 為 了 他 們 發 動 的 戰 爭 和 宴 會 而 征 收 的， 扼 殺 掉 商 業 的 額 外 關 稅 和 稅 金。 你 對 此 怎 麼 說， 隊 長？ 
str_npc3_kingsupport_3|如 果 你 會 做 這 樣 的 承 諾， {先 生/夫 人}， 我 想 那 會 有 助 於 讓 這 片 大 陸 的 諸 多 領 主 克 服 他 們 可 能 帶 有 的 任 何 不 情 願。 如 果 你 的 目 標 是 恢 復 舊 卡 拉 迪 亞 體 系， 那 麼 毫 無 疑 問， 你 比 起 那 些 後 來 的 篡 位 者 是 要 正 統 的 多 的 {國 王/統 治 者}。 讓 我 離 開 幾 周， {先 生/夫 人}， 我 就 會 讓 這 片 大 陸 上 至 貴 族 大 廳 下 到 商 人 家 裡 都 知 道 你 打 算 恢 復 他 們 舊 時 的 傳 統 權 利。 
str_npc4_kingsupport_3|是 的—— 我 想 我 聽 說 過 那 條 線， 事 實 上， 我 可 以 想 象 那 整 個 家 族 譜 系。 如 果 你 讓 我 離 開，「 陛 下」， 我 就 會 在 之 後 的 幾 周 在 這 個 國 家 的 村 莊 和 城 堡 旅 行， 散 播 關 於 你 那 皇 室 血 統 的 消 息。 當 然， 我 希 望 你 在 分 封 大 陸 的 那 一 天 來 到 時， 還 能 記 得 你 忠 實 的 下 屬…… 
str_npc5_kingsupport_3|總 之， 大 人， 在 而 今 這 個 苦 難 的 時 代， 大 人 物 們 攔 住 了 我 們 的 通 道， 征 收 巨 額 的 過 路 費。 這 對 我 們 這 樣 的 老 百 姓 來 說 是 個 沉 重 的 負 擔， 閣 下。 如 果 我 可 以 用 上 幾 個 星 期 來 告 訴 草 原 上 的 人 們 你 將 支 持 恢 復 我 們 舊 時 的 傳 統 權 利， 嗯， 那 麼， 我 想 你 將 會 發 現 很 多 人 支 持 你 成 為 可 汗， 而 當 人 們 把 你 當 作 可 汗 來 談 論， 那 就 將 是 你 稱 孤 的 第 一 步。 
str_npc6_kingsupport_3|很 好。 盡 管 現 在 我 的 家 庭 已 經 不 再 認 我， 我 在 跟 隨 你 冒 險 的 日 子 裡 去 過 許 多 貴 族 的 大 廳， 而 我 猜 想 我 將 重 新 變 得 受 歡 迎。 我 要 在 這 片 大 陸 上 四 處 走 動， 並 且 告 訴 貴 族 們 當 你 成 為 {國 王/女 王}， 你 將 盡 你 的 最 大 努 力 保 護 弱 小 、 消 滅 不 和， 這 樣 就 不 會 有 人 對 他 人 動 粗 而 不 受 懲 罰， 並 且 也 許 有 一 天， 將 不 再 會 有 同 胞 殺 伐 的 丑 行。 
str_npc7_kingsupport_3|我 得 告 訴 你， 隊 長。 給 我 幾 個 星 期， 我 將 去 那 些 像 散 發 著 臭 味 的 豬 圈 一 樣 的 村 莊， 不 過 我 想 那 段 日 子 裡 我 能 照 顧 好 我 自 己。 我 要 告 訴 那 裡 的 人 們 一 旦 你 統 一 了 這 片 大 陸， 你 就 會 清 除 那 些 亂 匪 賊 黨。 你 將 沿 途 豎 滿 絞 刑 架， 將 那 些 不 法 之 徒 們 高 高 吊 起， 讓 所 有 經 過 的 人 都 知 道 品 行 不 端 者 只 有 死 路 一 條。 
str_npc8_kingsupport_3|好 啊！ 那 麼 給 我 幾 個 星 期， 我 將 奔 走 於 這 片 的 大 陸 的 領 主 之 間， 讓 大 家 都 知 道 你 是 一 個 尊 重 領 主 們 以 及 他 們 舊 時 的 傳 統 權 利 的 {國 王/統 治 者}。 你 不 用 事 必 躬 親， 而 卡 拉 迪 亞 還 有 更 需 要 你 做 的 事 情。 
str_npc9_kingsupport_3|明 智 極 了， {先 生/夫 人}—— 那 樣 在 我 們 都 在 為 你 的 王 國 的 榮 耀 而 奮 戰 的 時 候， 就 可 以 不 用 見 到 那 些 該 死 的 文 書 、 市 民 的 陳 情 、 以 及 浪 費 你 我 所 有 時 間 的 卷 宗 了。 讓 我 離 開 吧， 那 樣 我 好 在 這 片 大 陸 的 貴 族 領 主 中 傳 播 你 將 恢 復 舊 時 體 制 的 消 息， 到 時 候 我 敢 打 賭 會 有 成 群 的 人 追 隨 你 並 為 你 而 戰。 
str_npc10_kingsupport_3|那 麼 好 吧， {兄 弟/姐 妹}， 讓 我 離 開 幾 個 星 期 那 我 就 可 以 在 這 片 大 陸 上 四 處 走 走， 讓 老 百 姓 們 知 道 你 將 主 持 公 平 和 正 義， 領 主 犯 法 與 庶 民 同 罪。 人 們 會 把 你 當 作 {國 王/女 王} 來 談 論， 而 那 就 將 是 你 稱 孤 之 路 的 良 好 開 始…… 
str_npc11_kingsupport_3|我 現 在 想 不 起 來 了， 但 如 果 你 讓 我 回 家 去， 我 就 能 找 到 一 位 全 都 記 得 的 老 人。 並 且， 我 會 四 處 傳 播 你 手 上 有 王 者 印 記 的 消 息！ 我 經 過 的 許 多 地 方 都 在 尋 求 一 位 公 正 的 統 治 者， 而 某 個 人 的 手 掌 就 可 以 告 訴 他 們 誰 是 傳 說 中 那 個 人。 給 我 幾 個 星 期， 我 猜 想 那 樣 我 就 可 以 對 你 成 為 下 一 個 {國 王/女 王} 多 增 加 一 些 期 望。 
str_npc12_kingsupport_3|但 是 你 知 道 嗎？ 對 大 家 來 說， 沒 有 人 會 去 理 會「 帝 制」 法 律 的 規 定。 有 時 候 君 主 把 皇 位 傳 給 他 的 子 嗣。 有 時 候 他 分 封 給 他 的 將 軍 們。 有 時 候 君 主 最 後 會 被 謀 殺。 從 來 就 沒 有 一 個 合 法 的「 卡 拉 迪 亞」 稱 王 方 式， 那 麼 自 然 地， 把 王 位 給 最 適 合 的 統 治 者—— 比 如 你—— 就 很 有 意 義。 給 我 幾 個 星 期， 我 要 寫 一 份 證 明 你 是 合 適 的 統 治 者 的 紀 錄， 然 後 找 個 抄 寫 員 把 譯 本 張 貼 在 這 片 大 陸 的 每 一 個 城 鎮 酒 館 裡。 你 覺 得 這 主 意 怎 麼 樣， 隊 長？ 
str_npc13_kingsupport_3|那 麼 讓 我 離 開 幾 個 星 期， 尊 貴 的 大 人， 我 去 編 造 一 個 傳 聞， 是 那 種 可 以 震 撼 最 遲 鈍 的 心 靈， 會 對 你 的 品 德 而 滋 生 欽 佩， 會 為 你 的 困 苦 而 心 生 同 情， 並 且 會 對 阻 擋 你 道 路 的 人 產 生 憤 怒 的。 當 然 了， 我 想， 在 細 節 上 為 了 押 韻 也 可 以 多 違 反 一 些 語 法 規 則？ 
str_npc14_kingsupport_3|讓 我 離 開 幾 個 星 期， {先 生/夫 人}， 我 會 讓 這 片 大 陸 的 所 有 關 鍵 人 物 都 知 道 你 不 僅 僅 會 完 成 統 一 卡 拉 迪 亞 的 大 業， 還 會 平 定 卡 拉 迪 亞 之 外 的 其 他 版 圖。 如 我 所 想， 除 非 擁 有 統 治 所 有 版 圖 的 能 力， 否 則 任 何 人 都 無 法 稱 王—— 而 唯 獨 你 已 經 證 明 了 你 有 這 種 能 力， 先 生。 
str_npc15_kingsupport_3|我 很 高 興 你 這 麼 想。 說 一 下 我 的 建 議。 我 認 識 行 會 裡 像 我 這 樣 的 人， 他 們 會 扎 根 在 那 裡 除 非 他 們 什 麼 都 得 不 到 了。 我 要 告 訴 他 們—— 你 是 一 個 誠 實 的 人。 你 尊 重 民 眾。 你 會 支 付 你 的 債 務。 你 不 會 讓 你 的 臣 民 淪 為 乞 丐。 
str_npc16_kingsupport_3|讓 我 離 開 幾 個 星 期， 我 會 去 稍 稍 拜 訪 一 下 我 以 前 老 板 的 城 堡。 我 會 給 他 們 唱 唱 你 當 上 {國 王/女 王} 會 怎 麼 做 的 贊 歌， 是 關 於 你 將 恢 復 所 有 舊 時 的 傳 統 特 權 的—— 讓 他 們 掠 奪 他 們 的 佃 戶， 向 商 人 課 稅， 打 他 們 的 仗， 愚 蠢 地 虛 度 光 陰 而 不 用 為 明 天 著 想， 就 像 一 個 貴 族 該 做 的 那 樣！ 你 說 怎 麼 樣， 隊 長？ 
str_npc1_kingsupport_objection|老 板—— 你 讓 艾 雷 恩 離 隊 去 告 訴 那 些 貴 族 們 他 們 將 獲 得 超 過 牧 場 、 市 場 和 林 場 的 權 利？ 我 不 贊 成 那 樣。 讓 他 這 麼 做， 他 就 會 在 大 陸 的 每 個 村 莊 架 上 絞 刑 架， 而 那 上 面 就 會 吊 著 些 像 我 這 樣 盤 算 著 拿 張 弓 到 樹 林 裡 搞 點 野 味 的 倒 霉 鬼。 
str_npc2_kingsupport_objection|嗯， 隊 長。 馬 蒂 爾 德 已 經 騎 著 馬 去 告 訴 這 片 大 陸 上 的 領 主 們 你 將 用 武 裝 和 暴 力 來 平 息 他 們 的 爭 吵。 你 知 道 他 們 很 少 會 真 的 相 互 動 武， 對 嗎？ 大 部 分 時 間 裡， 在 他 們 為 了 雞 毛 蒜 皮 的 小 事 而 起 的 那 些 爭 端 中， 損 失 慘 重 的 是 那 些 不 幸 正 好 路 過 他 們 城 堡 之 間 的 商 人 和 旅 行 者。 任 何 一 個 洗 劫 商 隊 的 借 口， 他 們 都 不 會 放 過。 我 真 心 希 望 她 誤 解 了 你 的 意 思， 先 生。 
str_npc3_kingsupport_objection|隊 長—— 德 賽 維 已 經 動 身 去 冒 險 了， 她 說 那 是 獲 得 你 首 肯 的。 她 說 她 要 去 這 片 大 陸 上 的 那 些 村 莊， 告 訴 那 些 可 憐 的 村 民 們 一 旦 你 成 為 國 王， 你 打 算 絞 死 所 有 的 小 偷 和 強 盜。 {先 生/夫 人}， 我 是 一 個 商 人 的 女 兒， 深 知 匪 盜 的 禍 害。 我 還 知 道 德 賽 維 正 在 鑄 下 大 錯。 但 是 你 真 的 沒 必 要 不 問 青 紅 皂 白 地 把 人 給 絞 死。 你 的 王 國 應 該 要 有 仁 慈 的 一 面。 
str_npc4_kingsupport_objection|隊 長， 亞 提 曼 已 經 出 發， 去 向 市 民 們 宣 傳「 你 之 所 以 競 逐 王 位， 是 因 為 你 懂 得 如 何 平 衡 收 支」。 恕 我 直 言， 這 太 荒 唐 了。 貴 族 和 國 王 應 該 做 的， 是 戰 爭 和 裁 決。 如 果 把 精 力 用 來 跟 每 個 在 莊 園 裡 干 過 一 丁 點 兒 工 作 的 流 浪 漢， 在 工 錢 問 題 上 討 價 還 價， 那 麼 除 了 混 亂 和 無 序， 別 的 什 麼 都 不 會 得 到。 
str_npc5_kingsupport_objection|{playername} 閣 下—— 我 無 意 中 聽 到 了 你 跟 雅 米 拉 說 的 話。 不 過 我 在 想—— 如 果 稅 收 的 設 置， 是 由 靠 農 場 為 收 入 的 領 主 和 以 貿 易 為 生 的 商 人 來 決 定 的 話， 那 麼 誰 會 被 征 稅 呢？ 當 然 是 那 些 靠 放 牧 為 生 的 人—— 我 的 那 些 族 人， 生 活 在 草 原 上 的 人 們。 我 不 願 意 和 這 些 決 定 有 任 何 牽 連， 閣 下—— 在 可 汗 的 統 領 下， 所 有 自 由 的 人 應 該 合 為 一 家， 那 才 算 是 事 情 的 終 結。 
str_npc6_kingsupport_objection|聽 說 你 派 羅 爾 夫 偽 造 了 一 份 關 於 皇 室 血 統 的 聲 明。 我 必 須 提 醒 你， {先 生/夫 人}—— 上 天 是 不 會 對 通 過 欺 騙 來 取 得 王 位 的 行 為 加 以 贊 許 的。 
str_npc7_kingsupport_objection|我 已 經 聽 說 了 你 跟 班 達 克 講 的， 關 於 每 個 普 通 的 犯 人 都 有 權 利 向 {國 王/統 治 者} 申 訴 的 事 情。 我 無 法 贊 同。 強 盜 被 抓 到 之 後 應 該 被 絞 死。 如 果 給 了 他 們 審 判 和 申 訴 的 機 會， 他 們 會 通 過 狡 辯 逃 過 絞 索。 班 達 克 是 個 好 人， 但 沒 有 人 能 夠 完 全 的 了 解， 那 些 人 面 獸 心 的 家 伙 對 女 人 們 施 加 了 怎 樣 的 暴 行。 
str_npc8_kingsupport_objection|隊 長—— 你 已 經 派 法 提 斯 去 知 會 大 陸 上 的 所 有 領 主， 說 你 想 促 成 和 平， 以 後 沒 有 人 會 因 為 分 歧 而 刀 兵 相 向。 然 後， 你 是 想 讓 我 們 都 安 穩 地 死 在 床 上 嗎？ 在 我 的 民 族 看 來， 這 實 在 是 太 丟 人 了。 一 個 {國 王/元 帥} 的 職 責 是 指 揮 戰 鬥， 而 不 是 教 人 如 何 處 理 爭 論 和 分 歧。 
str_npc9_kingsupport_objection|{先 生/夫 人}—— 我 很 遺 憾， 聽 說 你 已 經 讓 貝 斯 圖 爾 告 訴 他 的 族 人 們， 今 後 允 許 他 們 趕 著 牧 群 經 過 更 好 的 地 方。 真 希 望 是 我 聽 錯 了， 隊 長。 我 們 所 收 取 的 作 為 補 償 的 錢， 抵 不 過 他 們 對 我 們 牧 群 的 破 壞 以 及 對 水 源 的 污 染。 尊 敬 的 {閣 下/女 士}， 如 果 你 未 來 的 王 國 將 變 成 一 些 游 牧 民 族 的 天 堂 的 話， 我 個 人 絕 不 希 望 如 此。 
