stringsfile version 1
7096
str_no_string NO_STRING!
str_npc4_backstory_c I_used_to_work_as_a_medic_in_the_Blood_Bowl_leagues_but_the_crowd_would_rather_chant_insults_at_me_for_my_softness_rather_than_at_the_opposition_team._So_I_left_my_job_and_was_banished_soon_after.
str_npc5_backstory_c You_need_one_such_as_me_yes?.
str_npc6_backstory_c The_difference_here_is_that_our_intelligence_on_the_Dark_Elf_land_is_not_as_reliable_as_before_so_we_will_now_watch_and_wait_rather_than_continue_the_assault._If_you_have_a_spot_in_your_company_for_a_skilled_fighter_I_could_ride_with_you_in_the_mean_time?
str_npc7_backstory_c We_are_now_released_and_my_men_have_parted_in_order_to_train_and_make_experience_different_types_of_wars._I_now_offer_you_my_services,_as_their_leader_and_the_finest_of_our_company._Hire_me_and_also_hire_my_troops_whenever_you_can.
str_npc8_backstory_c Anyway_lets_just_call_this_even_and_get_back_to_our_business._I_would_offer_you_some_cheese_but_it_is_all_gone.
str_npc9_backstory_c We_are_also_for_sale_around_the_taverns_of_the_Old_World._If_you_can_afford_my_men_then_hire_them,_that_is_if_you_want_to_win_battles._I_am_available_for_hire_too,_the_best_of_them_all.
str_npc10_backstory_c You_will_find_them_in_the_many_taverns_you_will_come_across_on_your_grand_campaigns._They_fight_for_the_Gods_and_for_me,_if_you_will_truly_indulge_me_in_relentless_conquest_then_I_may_just_fight_for_you.
str_npc11_backstory_c It_won't_last_forever_though_and_when_we_are_ready_to_make_our_move_we_will_control_the_seas_from_top_to_bottom._Nothing_will_go_on_without_our_permission._On_pain_of_death.
str_npc12_backstory_c Gouge_the_eye,_pluck_the_beast,_gorge_upon_a_greasy_feast................._you_like_pie?_Wahahahahahahahahah!
str_npc13_backstory_c The_King_called_for_a_crusade_against_Araby_and_the_Tomb_Kings,_both_have_been_gaining_in_power_over_the_years_and_he_fears_that_if_one_gets_too_powerful_then_they_will_invade._We_are_pre-empting_this_by_striking_first._The_crusade_has_been_on_and_off_though_as_fighting_there_has_been_harder_than_we_thought._We_have_made_more_enemies_than_we_figured_and_our_resources_and_campaign_plans_have_had_to_be_cancelled_and_rethought.
str_npc14_backstory_c My_passion_is_for_breeding_horses,_I_breed_the_best_in_the_whole_world_and_if_my_kin_are_to_travel_quickly_here_they_will_need_my_horses._I_have_set_up_3_stables_here_which_will_breed_the_best_stock_quickly_but_I_am_reluctant_to_go_home_in_case_something_goes_wrong.
str_npc15_backstory_c Obviously_you_will_need_more_than_my_mind_as_you_are_a_warrior_party_after_all_but_I_can_assure_you_than_I_am_a_good_horse_archer_who_can_do_his_fair_share_on_the_battlefield.
str_npc16_backstory_c Then_I_came_to_this_part_of_the_world_and_Clan_Rictus_offered_me_friendship_and_training_to_become_a_stormvermin._My_whole_life_I_only_wanted_to_be_Eshin_but_it_was_Rictus_who_took_me_as_their_own._I_know_I_am_not_that_strong_compared_to_most_but_for_the_first_time_in_my_life_I_can_defend_myself_and_be_of_service_to_those_I_wish_to_help.
str_npc17_backstory_c Recently_our_lands_have_been_infested_with_a_dark_power,_Sylvanian_we_think_although_we_thought_they_were_destroyed._We_have_fled_to_a_secret_location_while_rangers_such_as_myself_stay_on_the_lookout_for_a_time_when_it_is_safe_to_come_back.
str_npc18_backstory_c I_have_been_moving_around_from_town_to_town_but_I_am_getting_bored_now_of_beating_up_all_the_men_and_taking_their_money_at_poker._It_was_fun_at_the_start_but_now_it_is_old_hat._I_want_a_challenge_if_you_know_what_I_mean,_I_didn't_grow_up_to_live_the_same_low_key_life_as_these_skallywags.
str_npc19_backstory_c Right_now_I_don't_know_what_to_do_as_I_am_young_and_not_very_experienced._I_see_safety_in_numbers_so_I_would_like_to_join_your_party_and_do_what_you_do._I_would_feel_a_lot_safer.
str_npc20_backstory_c When_I_first_heard_about_Lustria_I_was_sceptical_but_when_I_was_told_about_the_riches_to_be_found_in_the_new_world_I_nearly_wet_myself_in_excitement._My_luck_has_turned_since_I_started_going_there_and_I_am_not_even_sure_if_I_will_go_back_underground.
str_npc21_backstory_c It_was_destroyed_and_all_my_workers_killed_a_while_ago_by_an_army_of_Goblin_raiders._I_vowed_vengeance_and_I_took_my_war_party_out_to_get_revenge_for_this_gravest_of_crimes._We_went_out_and_spilt_blood_but_only_I_returned._So_much_death,_and_not_even_the_execution_of_justice_can_placate_the_fury_inside_of_me._I_cannot_bear_to_go_back_to_my_brewery_at_the_moment_as_the_pain_is_still_too_near,_my_new_workers_are_doing_a_fine_job_though_and_my_brew_is_as_good_as_ever._I_will_rise_against_the_goblins_again,_my_rangers_are_currently_training_in_the_town_tournaments,_what_a_force_they_will_be.
str_npc22_backstory_c Before_it_was_small_excursions,_either_private_or_state_funded_but_now_the_humans_are_sending_whole_armies_to_our_land_and_it_poses_the_greatest_threat_to_our_existence.
str_npc23_backstory_c Sometimes_I_wish_I_was_back_out_there_having_adventures,_but,_hic,_then_I_remember,_hic_hic._How_comfortable_it_is_in_a_tavern!
str_npc24_backstory_c _I_have_never_been_much_of_a_fighter_but_I_love_to_travel_and_see_the_world._There_is_always_much_war_and_conflict_going_on_but_if_you_take_the_time_to_learn_local_cultures_and_customs_you_can_have_a_peaceful_and_fulfilling_time_as_a_traveller.
str_npc25_backstory_c I_am_skilled_in_the_arts_of_all_weapons_and_I_would_like_to_join_your_company_and_help_train_your_men_into_the_finest_fighters_in_the_field.
str_npc26_backstory_c Normally_losing_a_fight_with_a_tyrant_costs_you_your_life_but_I_managed_to_escape,_albeit_in_a_much_weaker_state_than_I_was._Now_I_stay_in_this_part_of_the_world,_but_one_day_once_I_have_built_up_my_strength_and_accumulated_enough_wealth_to_afford_an_army_I_will_return_and_claim_my_kingdom_for_myself.
str_npc27_backstory_c I_saw_your_army_earlier,_if_you_are_an_adventurer_then_maybe_you_could_use_my_strength,_speed_and_agility_to_destroy_your_enemies?
str_npc28_backstory_c I_ended_up_in_Nehekhara,_in_a_Tomb_King_pyramid._I_was_excited_with_what_I_found_but_I_was_foolish_and_didn't_heed_the_signs_to_run._I_ran_into_a_liche_priest_who_cursed_me_and_turned_me_in_to_one_of_them.
str_npc29_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc30_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc31_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc32_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc33_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc34_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc35_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc36_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc37_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc38_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc39_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc40_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc41_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc42_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc43_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc44_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc45_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc46_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc47_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc48_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc49_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc50_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc51_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc52_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc53_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc54_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc55_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc56_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc57_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc58_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc59_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc60_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc61_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc62_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc63_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc64_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc65_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc66_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc67_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc68_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc69_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc70_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc71_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc72_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc73_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc74_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc75_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc76_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc77_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc78_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc79_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc80_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc81_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc82_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc83_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc84_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc85_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc86_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc87_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc88_backstory_c So_I_travelled_around_to_find_you_and_here_you_are.
str_npc1_backstory_later You_again!_Either_drink_and_talk,_or_drink_and_be_silent,_either_way_you'd_better_grab_a_tankard.
str_npc2_backstory_later I_have_been_selling_poetry_for_which_men_can_use_to_woo_a_fair_maiden,_it_has_been_quite_lucrative._You_would_have_thought_that_people_would_be_capable_to_at_least_think_of_something_themselves,_but_I_guess_not.
str_npc3_backstory_later I_have_been_looking_for_work_but_not_many_people_seem_to_see_the_value_in_a_ranged_specialist_bodyguard._Maybe_you_are_ready_to_give_me_work?
str_npc4_backstory_later I_have_tried_so_hard_but_still_no_one_wants_to_hire_my_talents._Have_you_found_a_good_healer_yet_{sir/madame},_if_not_please_do_not_forget_I_am_here.
str_npc5_backstory_later If_you_don't_hire_me_soon_my_price_will_only_go_up.
str_npc6_backstory_later My_offer_is_still_there_if_you_wish_to_take_it?
str_npc7_backstory_later If_you_have_sieges_to_win_you_know_where_I_am.
str_npc8_backstory_later Got_any_cheese?
str_npc9_backstory_later You_going_to_hire_me_or_what?
str_npc10_backstory_later Grrrrrrrrrrrrrrrrrrrrr
str_npc11_backstory_later You_again,_be_quick.
str_npc12_backstory_later Xom_xom_xom.
str_npc13_backstory_later Good_day_to_you_again_traveller,_I_trust_everything_is_going_your_way.
str_npc14_backstory_later If_it_isn't_{playername}_once_more,_you_seem_to_travel_nearly_as_fast_as_me._I_am_still_looking_for_some_real_work,_nothing_but_odd_jobs_have_surfaced_recently.
str_npc15_backstory_later We_meet_again_{playername},_I_would_still_like_to_join_your_party_so_if_you_have_room_then_please_accept_me_as_a_companion.
str_npc16_backstory_later If_you_need_a_stormvermin_to_help_clear_out_your_enemies_then_I_am_your_rat.
str_npc17_backstory_later Good_day,_let_us_have_a_drink_and_exchange_information.
str_npc18_backstory_later My_new_ship_won't_be_built_for_a_while_yet,_find_me_a_quest_you_rascal.
str_npc19_backstory_later Please_help_me,_I_don't_know_what_to_do.
str_npc20_backstory_later How_you_been_traveller?_I_hope_you_have_been_as_successful_as_I_have.
str_npc21_backstory_later If_you_are_going_to_fight_any_greens_kins,_no_one_will_fight_them_harder_than_me,_just_tell_me_where_they_are.
str_npc22_backstory_later There_have_been_too_many_enemies_to_fight_recently,_our_armies_are_spread_thin.
str_npc23_backstory_later Hic,_hello_again,_hic.
str_npc24_backstory_later I_have_been_doing_some_more_travelling_and_I_am_thinking_of_exploring_the_most_hidden_places_in_Lustria._If_a_better_offer_comes_along_though_I_would_not_say_no.
str_npc25_backstory_later I_hope_you_change_your_mind_soon_about_letting_me_in_your_party,_your_troops_are_still_not_up_to_scratch.
str_npc26_backstory_later I_have_been_moving_around_feeling_a_bit_sorry_for_myself,_I_need_to_get_back_my_old_mentality.
str_npc27_backstory_later I_am_a_Norse_barbarian,_ready_to_take_on_anyone,_any_time,_any_place.
str_npc28_backstory_later If_you_see_Bastich_let_him_know_I_am_ready_for_that_drinking_contest._I_used_to_be_a_lightweight_but_now_drink_just_goes_straight_through_me.
str_npc29_backstory_later Hello.
str_npc30_backstory_later Hello.
str_npc31_backstory_later Hello.
str_npc32_backstory_later Hello.
str_npc33_backstory_later Hello.
str_npc34_backstory_later Hello.
str_npc35_backstory_later Hello.
str_npc36_backstory_later Hello.
str_npc37_backstory_later Hello.
str_npc38_backstory_later Hello.
str_npc39_backstory_later Hello.
str_npc40_backstory_later Hello.
str_npc41_backstory_later Hello.
str_npc42_backstory_later Hello.
str_npc43_backstory_later Hello.
str_npc44_backstory_later Hello.
str_npc45_backstory_later Hello.
str_npc46_backstory_later Hello.
str_npc47_backstory_later Hello.
str_npc48_backstory_later Hello.
str_npc49_backstory_later Hello.
str_npc50_backstory_later Hello.
str_npc51_backstory_later Hello.
str_npc52_backstory_later Hello.
str_npc53_backstory_later Hello.
str_npc54_backstory_later Hello.
str_npc55_backstory_later Hello.
str_npc56_backstory_later Hello.
str_npc57_backstory_later Hello.
str_npc58_backstory_later Hello.
str_npc59_backstory_later Hello.
str_npc60_backstory_later Hello.
str_npc61_backstory_later Hello.
str_npc62_backstory_later Hello.
str_npc63_backstory_later Hello.
str_npc64_backstory_later Hello.
str_npc65_backstory_later Hello.
str_npc66_backstory_later Hello.
str_npc67_backstory_later Hello.
str_npc68_backstory_later Hello.
str_npc69_backstory_later Hello.
str_npc70_backstory_later Hello.
str_npc71_backstory_later Hello.
str_npc72_backstory_later Hello.
str_npc73_backstory_later Hello.
str_npc74_backstory_later Hello.
str_npc75_backstory_later Hello.
str_npc76_backstory_later Hello.
str_npc77_backstory_later Hello.
str_npc78_backstory_later Hello.
str_npc79_backstory_later Hello.
str_npc80_backstory_later Hello.
str_npc81_backstory_later Hello.
str_npc82_backstory_later Hello.
str_npc83_backstory_later Hello.
str_npc84_backstory_later Hello.
str_npc85_backstory_later Hello.
str_npc86_backstory_later Hello.
str_npc87_backstory_later Hello.
str_npc88_backstory_later Hello.
str_npc1_backstory_response_1 You_will_find_all_the_beer_and_action_you_need_with_me_Master_Slayer
str_npc2_backstory_response_1 I_can't_believe_I_didn't_find_you_sooner,_welcome_to_my_party
str_npc3_backstory_response_1 You_are_a_specialist_and_I_can_use_as_many_specialists_in_my_party_as_I_can_find._Join_me.
str_npc4_backstory_response_1 Well_I_could_use_your_exceptional_talents_in_my_party.
str_npc5_backstory_response_1 I_could_use_someone_as_ruthless_as_you.
str_npc6_backstory_response_1 You_are_welcome_to_join_us_Mathias,_we_could_use_some_serious_fire_power.
str_npc7_backstory_response_1 I_could_use_a_man_of_your_talents_in_my_company
str_npc8_backstory_response_1 I_should_kill_you_where_you_stand_for_outrage.
str_npc9_backstory_response_1 I_need_confident_companions_in_my_army_if_I_am_to_achieve_all_I_aim_to_achieve._Your_love_of_riches_will_be_well_taken_care_of_as_well.
str_npc10_backstory_response_1 I_could_use_your_strength,_if_you_will_fight_for_me?
str_npc11_backstory_response_1 I_do_quite_a_bit_of_travelling_by_sea,_I_could_use_you_in_my_party.
str_npc12_backstory_response_1 You're_a_bit_nuts_but_if_you_like_fighting_you_can_fight_for_me?
str_npc13_backstory_response_1 While_you_are_not_on_the_front_line,_I_could_use_you_in_my_army_if_you_are_available?
str_npc14_backstory_response_1 Speed_and_accuracy_are_welcome_in_my_party.
str_npc15_backstory_response_1 Just_so_long_as_you_are_useful_on_the_battlefield_I_am_happy_to_hire_you.
str_npc16_backstory_response_1 You_sound_like_you_have_great_resolve_and_if_you_are_available_you_can_come_into_my_service?
str_npc17_backstory_response_1 I_run_an_adventure_company_and_I_will_be_travelling_around_the_entire_world_so_if_you_care_to_join_us_you_will_get_the_information_you_need.
str_npc18_backstory_response_1 If_it_is_adventure_you_seek_then_you_may_be_keen_to_know_that_I_lead_an_adventure_party.
