str_no_string|NO STRING! 
str_npc12_personalityclash2_speech|队 长。 我 实 在 不 能 在 忍 受 像 {s11}这 等 无 知 的 人。 在 我 处 理 上 次 战 斗 的 伤 员 时， 他 居 然 嘲 笑 我 处 理 伤 口 的 方 法 和 使 用 的 药 物。 
str_npc13_personalityclash2_speech|你 好， 队 长！ {s11}实 在 是 一 个 喜 怒 无 常 的 人， 不 是 么？ 上 次 战 斗 后， 我 只 不 过 是 和 他 友 好 的 聊 彼 此 的 母 亲， 这 居 然 让 他 大 发 脾 气！ 
str_npc14_personalityclash2_speech|队 长。 {s11}简 直 是 无 纪 律 到 无 可 救 药。 上 次 冲 突 中， 我 在 列 队 中 将 他 叫 出 来。 我 已 经 受 够 他 了。 
str_npc15_personalityclash2_speech|队 长。 我 必 须 告 诉 你， 我 怀 疑 {s11}的 行 医 证 书。 因 为 他 注 意 到 上 次 战 斗 后 的 伤 兵 的 情 形， 我 不 得 不 提 醒 他， 无 与 伦 比 的 典 籍 经 常 主 张 使 用 一 些 甜 菜 根 的 精 华 来 恢 复 被 悲 观 压 抑 而 失 去 的 幽 默 感。 
str_npc16_personalityclash2_speech|请 你 原 谅， 队 长。 {s11}可 能 是 一 个 很 好 的 盗 贼， 但 他 不 是 一 个 好 的 战 士。 
str_npc1_personalityclash2_speech_b|她 吹 的 口 哨 让 我 的 脊 背 发 凉。 
str_npc2_personalityclash2_speech_b|敌 人 正 在 嘲 笑 我 们， 他 们 说：“ 滚 一 边 去， 小 家 伙， 这 是 骑 士 的 工 作。” 我 会 让 开 的， 不 过 会 在 我 的 长 枪 插 进 他 们 的 肚 子 里 之 后。 
str_npc3_personalityclash2_speech_b|上 次 战 斗 胜 利 以 后， 我 在 搜 索 敌 人 尸 体 的 时 候 从 一 个 敌 人 的 身 上 搜 到 一 个 钱 包。 我 刚 捡 起 来， {s11}就 从 我 后 面 冲 过 来 从 我 手 中 夺 走 了， 口 里 还 说 这 个 人 是 她 杀 的， 这 个 钱 包 应 该 归 她 所 有。 我 的 大 人， 在 激 烈 的 战 斗 中， 我 没 有 时 间 去 搞 清 楚 谁 击 倒 了 谁。 如 果 {s11}她 只 是 简 单 地 告 诉 我 她 应 该 得 到 这 个 钱 包， 我 将 很 高 兴 地 把 钱 包 给 她。 
str_npc4_personalityclash2_speech_b|我 体 内 流 着 高 贵 的 血， 而 她 却 只 是 个 低 贱 的 东 西， 她 要 明 白 她 应 该 在 的 位 置。 
str_npc5_personalityclash2_speech_b|当 我 们 搜 集 战 利 品 的 时 候， 我 找 到 了 一 个 非 常 好 的 大 锅， 这 样 在 冬 天 我 们 就 可 以 吃 一 些 热 乎 乎 的 东 西 暖 暖 胃 了。 但 是 {s11}却 抢 走 了 锅， 他 还 说 不 能 允 许 我 用 那 些 野 蛮 的 食 物 来 玷 污 它， 尽 管 这 次 我 忍 了， 但 是 我 不 能 再 次 容 忍 这 样 的 无 礼 行 径。 
str_npc6_personalityclash2_speech_b|首 领， 这 样 的 傲 慢 行 为 将 天 怒 人 怨， 我 想 我 们 可 能 要 为 此 付 出 代 价。 
str_npc7_personalityclash2_speech_b|回 想 当 我 住 在 深 谷 的 时 候， 我 们 会 经 常 跟 那 个 与 我 们 竞 争 的 森 林 兄 弟 会 开 战。 队 长—— 我 不 会 相 信 任 何 隐 瞒 自 己 的 过 去 的 人， 特 别 是 那 些 庸 俗 而 沽 名 钓 誉 的 卑 鄙 小 人。 
str_npc8_personalityclash2_speech_b|在 结 束 了 上 次 战 斗 之 后， 我 发 现 她 是 个 可 爱 的 女 孩， 我 在 我 的 勇 士 中 选 出 了 一 个 和 她 很 般 配 的 打 算 娶 她。 在 我 看 来 这 对 一 个 被 她 的 家 庭 所 抛 弃 的 女 孩 来 说 是 个 很 慷 慨 的 提 议。 但 是 她 不 但 没 有 感 谢 我 的 慷 慨， 反 而 一 言 不 发 的 背 过 身 去。 如 果 不 是 出 于 对 你 的 尊 敬 我 恐 怕 就 当 场 要 教 育 教 育 她 什 么 叫 礼 貌 了。 
str_npc9_personalityclash2_speech_b|我 对 他 在 战 斗 中 的 表 现 感 到 激 赏， 但 是 这 并 不 足 以 让 他 成 为 一 个 高 贵 的 人。 他 的 血 统 并 不 高 贵， 他 家 庭 的 财 富 来 自 于 肮 脏 的 商 业 和 高 利 贷。 他 可 以 作 为 我 们 的 辅 助， 但 是 最 好 不 要 试 图 抢 走 他 长 辈 的 光 荣。 
str_npc10_personalityclash2_speech_b|在 上 次 战 斗 中 他 对 我 们 大 喊 下 令：“ 前 进， 后 退， 保 持 阵 形。” 当 我 劝 他 的 时 候 他 却 威 胁 说 要 鞭 打 我。 队 长， 这 个 家 伙 正 在 他 的 箱 子 里 找 弩 箭。 请 原 谅 我 的 无 礼。 
str_npc11_personalityclash2_speech_b|他 说 那 是 为 了 庆 祝 胜 利 而 进 行 的 祷 告， 但 我 并 不 这 么 认 为， 队 长， 我 建 议 为 了 防 止 他 搞 出 什 么 鬼 神 厄 运 之 类 的 降 临 在 我 们 头 上， 还 是 趁 早 赶 走 他 吧。 
str_npc12_personalityclash2_speech_b|队 长， 任 何 一 个 有 些 微 医 学 常 识 的 人 都 知 道， 他 不 应 该 破 坏 病 人 对 医 生 的 信 心， 特 别 是 在 一 次 复 杂 的 手 术 中。 如 果 你 能 把 他 开 除 的 话， 我 们 都 会 感 激 你 的。 
str_npc13_personalityclash2_speech_b|当 沙 子 落 下 后， {s11}叫 我 不 要 用 我 的 傲 慢 引 起“ 上 天 的 愤 怒”。 我 回 答 说 至 少 我 没 杀 死 我 自 己 的 兄 弟， 只 要 我 去 思 念 我 的 兄 弟 而 不 是 战 场 上 的 闲 聊 的 时 候。 {s11}就 会 很 生 气。 你 能 劝 劝 他 么？ 
str_npc14_personalityclash2_speech_b|{先 生/夫 人}， 这 样 对 威 信 的 挑 战 会 影 响 我 们 团 队 的 协 调， 如 果 他 再 这 样 的 话 我 会 给 他 适 当 的 惩 罚。 
str_npc15_personalityclash2_speech_b|{s11}说 伽 勒 利 是 一 个“ 过 时 的 白 痴”。 队 长， 没 有 一 个 真 正 的 医 生 会 这 样 的 蔑 视 他 以 前 的 导 师。 我 不 敢 相 信 你 会 雇 佣 这 样 一 个 明 显 的 冒 名 顶 替 者。 
str_npc16_personalityclash2_speech_b|上 次 大 战 以 后， 我 切 开 了 一 些 敌 人 的 肠 子 以 寻 找 隐 藏 的 金 子， 跟 一 个 女 孩 数 他 应 得 的 硬 币 一 样。 他 唧 唧 歪 歪 的 咕 哝 说 我 简 直 是 野 兽。 我 要 修 理 修 理 他 如 果 他 不 注 意 他 的 措 辞 的 话。 
str_npc1_personalitymatch_speech|头 儿。 {s11}在 上 一 次 的 战 斗 表 现 得 很 好， 而 且 那 家 伙 有 一 幅 好 心 肠。 
str_npc2_personalitymatch_speech|{先 生/夫 人}。 我 想 告 诉 你 们， 或 许 {s11}是 一 个 粗 鲁 的 家 伙， 而 且 是 一 个 彻 头 彻 尾 的 小 流 氓， 但 我 很 乐 意 称 他 为 我 的 伙 伴， 并 为 此 而 骄 傲。 
str_npc3_personalitymatch_speech|你 好， {先 生/夫 人}！ 我 要 告 诉 你 {s11}是 一 个 英 勇 无 比 的 骑 士。 你 看 到 他 在 上 一 场 战 斗 中 的 表 现 了 吗？ 
str_npc4_personalitymatch_speech|很 抱 歉 打 扰 你， {先 生/夫 人}。 我 只 是 想 来 夸 奖 一 下 {s11}。 上 一 场 战 斗 中 他 干 得 很 漂 亮。 
str_npc5_personalitymatch_speech|真 是 一 场 精 彩 的 战 斗。 {playername} 阁 下！ {s11}能 和 我 们 一 起 战 斗 真 是 太 好 了。 
str_npc6_personalitymatch_speech|队 长。 虽 然 我 知 道 我 们 必 须 要 击 败 骄 傲 的 军 阀， 制 服 嗜 血 的 盗 匪， 即 使 我 们 是 在 为 卡 拉 迪 亚 的 和 平 而 战， 这 些 杀 戮 还 是 会 让 我 迷 惑。 
str_npc7_personalitymatch_speech|队 长。 我 刚 刚 和 {s11}谈 了 谈， 或 许 她 看 起 来 有 点 野 性 未 驯， 但 她 是 一 个 值 得 信 任 的 伙 伴。 
str_npc8_personalitymatch_speech|刚 才 那 真 是 一 场 精 彩 的 战 斗， 队 长。 而 且 我 要 承 认， {s11}对 敌 人 的 那 些 嘲 讽 实 在 是 精 彩。 
str_npc9_personalitymatch_speech|队 长。 战 斗 结 束 后， {s11}向 我 表 达 了 她 的 问 候。 它 可 真 是 一 个 谦 虚 的 好 女 人。 
str_npc10_personalitymatch_speech|啊 嘿！ 兄 弟！ 希 望 你 对 这 次 的 胜 利 感 到 高 兴。 以 她 的 年 龄 来 说， {s11}表 现 得 相 当 好， 尽 管 我 自 己 现 在 也 是 一 个 老 家 伙。 
str_npc11_personalitymatch_speech|啊， 队 长！ 这 张 战 斗 让 我 的 老 骨 头 吱 吱 作 响， 不 过 我 们 还 是 狠 狠 地 揍 了 敌 人 一 顿， 不 是 吗？ 
str_npc12_personalitymatch_speech|血 腥 的 活 计， 队 长， 虽 然 无 法 避 免， 真 是 一 场 血 腥 的 活 计。 当 然， 我 相 信 {s11}在 这 持 续 的 战 斗 中 会 始 终 给 予 我 支 持。 
str_npc13_personalitymatch_speech|你 为 你 赢 得 了 出 众 的 名 声， 英 勇 的 战 士！ 还 有 {s11}， 她 也 是！ 我 喜 欢 那 个 家 伙， 她 唱 着 她 们 人 民 的 战 歌 进 入 战 场， 看 起 来 她 和 我 一 样 有 着 艺 术 家 的 灵 魂。 
str_npc14_personalitymatch_speech|队 长。 和 {s11}这 样 的 战 士 并 肩 作 战 是 一 件 愉 快 的 事。 
str_npc15_personalitymatch_speech|队 长。 我 想 谈 谈 {s11}在 上 一 场 战 斗 中 的 表 现， 那 让 我 清 楚 了 这 个 人 有 聪 明 的 头 脑。 
str_npc16_personalitymatch_speech|噢！ 队 长， 在 我 们 收 拾 尸 体 的 时 候， 我 刚 刚 和 {s11}交 谈 过。 以 前 我 们 之 间 的 一 些 小 冲 突 根 本 没 什 么。 
str_npc1_personalitymatch_speech_b|如 果 没 有 像 他 这 类 诚 实 的 人 给 卡 拉 迪 亚 带 来 源 源 不 绝 的 银 币， 像 我 这 样 的 恶 棍 必 定 生 活 惨 淡。 我 可 以 担 保， 我 很 高 兴 他 能 加 入 我 们。 
str_npc2_personalitymatch_speech_b|从 他 在 上 一 场 战 斗 的 表 现 来 看， 我 得 承 认， 在 战 斗 时 他 确 实 值 得 依 靠， 不 过 我 仍 然 要 看 紧 我 的 钱 包 就 是 了。 
str_npc3_personalitymatch_speech_b|我 得 承 认， 他 确 实 是 一 个 令 人 愉 快 的 伙 伴， 幽 默 风 趣 又 不 失 礼 貌， 也 许， 也 许…… 啊， 我 说 得 有 点 多 了， 一 会 儿 见， {先 生/夫 人}。 
str_npc4_personalitymatch_speech_b|你 让 他 加 入 我 们 实 在 是 很 英 明， 他 不 仅 对 战 斗 得 心 应 手， 也 明 白 对 战 友 表 示 尊 敬 的 重 要 性， 从 这 一 点 来 看， 他 和 其 他 人 确 实 有 所 不 同。 
str_npc5_personalitymatch_speech_b|换 个 角 度 看， 我 对 他 和 我 相 等 的 贵 族 身 份 表 示 怀 疑， 不 过 我 得 承 认 他 确 实 有 可 取 之 处。 
str_npc6_personalitymatch_speech_b|{s11}真 的 让 我 感 到 如 释 重 负， 我 向 他 讲 述 了 我 过 去 的 罪 过， 他 告 诉 我， 如 果 我 对 自 己 的 罪 行 抱 着 真 切 的 悔 意， 天 国 会 宽 恕 我 的 罪 过， 天 国 之 门 为 所 有 子 民 而 敞 开。 他 是 一 个 智 者， 大 人， 我 很 高 兴 他 能 与 我 们 同 行。 
str_npc7_personalitymatch_speech_b|如 果 将 来 你 不 再 需 要 我 们 效 劳 的 话， 她 许 诺 和 我 一 起 回 到 山 谷 地 带 寻 找 杀 死 我 爱 人 的 盗 匪 并 协 助 我 复 仇。 这 真 是 一 个 亲 切 的 提 议。 我 感 谢 她， 很 高 兴 能 与 她 并 肩 作 战。 
str_npc8_personalitymatch_speech_b|他 尝 试 以 传 统 的 卡 拉 德 风 格 塑 造 他 们 的 思 想， 穿 着， 还 有 他 们 的 习 惯， 我 个 人 比 较 喜 欢 传 奇 的 故 事， 但 是 我 们 诺 德 人 最 喜 欢 的 还 是 诗。 
str_npc9_personalitymatch_speech_b|如 果 她 生 在 贵 族 之 家， 我 很 可 能 会 向 她 求 婚， 可 惜 她 只 是 一 个 商 人 的 女 儿。 尽 管 如 此， 在 行 军 时 和 她 交 谈 仍 然 是 一 件 令 人 愉 快 的 事。 
str_npc10_personalitymatch_speech_b|啊， 那 恰 恰 说 明 了 年 轻 并 不 是 一 切， 经 验 同 样 可 以 让 你 赢 得 战 斗。 我 想 我 们 两 人 可 以 给 那 些 小 家 伙 们 好 好 上 几 课， 不 是 吗？ 
str_npc11_personalitymatch_speech_b|我 想 老 {s11}好 好 地 给 他 们 上 了 一 课。 我 想 对 我 们 来 说 教 教 他 们 那 些 我 们 经 历 过 无 数 次 的 事 情 并 不 坏。 
str_npc12_personalitymatch_speech_b|牺 牲 自 己 的 部 下， 这 正 是 他 一 直 沉 浸 在 深 切 的 悲 伤 中 的 原 因。 我 们 曾 一 起 对 美 好 的 未 来 进 行 构 想， 卡 拉 迪 亚 必 须 从 这 个 混 战 的 局 势 中 得 到 解 脱 并 最 终 统 一， 所 以， 我 们 也 许 可 以 把 这 个 乱 世 带 向 终 结。 
str_npc13_personalitymatch_speech_b|而 且， 虽 然 我 更 喜 欢 含 蓄 的 女 性， 而 不 是 英 气 逼 人 的 女 战 士， 我 得 承 认 我 还 是 注 意 到 了 她 试 图 隐 藏 在 她 战 士 的 一 面 下 的 女 性 特 质。 说 实 话， 尽 管 在 行 军 和 扎 营 时 她 表 现 得 很 冷 淡， 但 我 的 赞 美 和 恭 维 或 许 可 以 融 化 包 裹 住 她 内 心 的 北 方 冰 雪。 
str_npc14_personalitymatch_speech_b|他 是 一 个 资 深 的 士 兵， 也 许 他 的 脚 步 没 有 其 他 士 兵 那 么 快， 但 是 他 懂 得 在 战 场 上 保 持 严 整 阵 线 的 智 慧。 把 他 收 进 部 队， 你 很 有 眼 光。 
str_npc15_personalitymatch_speech_b|战 争 和 其 他 事 相 同， 要 求 严 密 的 计 划， 详 细 的 准 备， 以 及 对 战 场 形 势 的 紧 紧 把 握。 其 他 的 方 面 都 相 同 的 情 况 下， 训 练 有 素 的 部 队 将 赢 得 战 斗。 很 显 然 这 一 点 在 我 们 的 上 一 场 战 斗 里 就 得 到 了 体 现。 我 可 以 这 样 断 言， 现 在 他 们 或 许 会 诅 咒 他， 但 我 敢 担 保， 他 们 会 慢 慢 开 始 感 谢 他。 
str_npc16_personalitymatch_speech_b|你 听 说 过 她 的 故 事 吗？ 哪 些 人 怎 么 能 把 如 此 的 不 公 和 迫 害 加 诸 在 她 身 上？ 听 我 说， 她 的 经 历 让 我 热 血 上 涌， 我 恨 不 得 把 那 些 虐 待 她 的 杂 种 们 碎 尸 万 段， 而 我 一 定 会 做 到！ 
str_npc1_retirement_speech|我 对 在 大 陆 上 来 来 回 回 的 行 军 感 到 有 些 厌 烦 了…… 我 并 不 像 其 他 人 一 样…… 战 利 品 确 实 很 丰 厚， 但 我 觉 得 我 已 经 得 到 够 多 了。 现 在， 我 想 回 到 我 故 乡 的 村 子， 找 个 好 女 人 安 定 下 来。 如 果 我 的 储 蓄 能 够 承 受 的 话， 或 许 我 会 做 养 马 的 生 意。 
str_npc2_retirement_speech|战 士 的 生 活 让 我 疲 惫 不 堪， 先 生。 我 想 把 我 的 那 一 份 钱 换 成 货 物， 比 如 皮 毛， 布 匹， 或 者 天 鹅 绒 什 么 的 带 回 故 乡。 我 会 对 你 一 直 以 来 对 我 的 提 携 而 深 怀 感 激， 祝 你 好 运。 
str_npc3_retirement_speech|我 有 些 事 不 得 不 告 诉 你， 我 已 经 决 定 退 役 了， 战 士 的 生 活 并 不 适 合 我。 虽 然 对 我 而 言， 现 在 想 要 结 婚 已 经 不 现 实 了， 我 的 同 胞 们 不 会 愿 意 嫁 给 一 个 老 兵， 但 我 还 有 足 够 的 钱 去 试 着 成 为 一 个 成 功 的 商 人。 我 衷 心 地 希 望 你 不 要 因 为 我 的 要 求 而 不 快， {先 生/夫 人}。 
str_npc4_retirement_speech|为 你 战 斗 是 我 的 光 荣， 并 且 十 分 适 合 我 贵 族 之 子 罗 尔 夫 的 身 份。 但 我 不 能 完 全 认 可 你 的 统 帅 能 力。 现 在， 我 要 回 去 继 承 我 祖 传 的 产 业， 那 里 更 需 要 我。 
str_npc5_retirement_speech|阁 下， 自 从 我 成 为 你 的 部 下 以 来， 我 努 力， 忠 诚 地 为 你 战 斗。 但 你 却 没 有 给 我 应 得 的 报 酬 和 地 位。 所 以 现 在 我 要 回 到 故 乡 了， 希 望 可 汗 的 人 民 已 经 遗 忘 了 我， 这 样， 我 就 能 再 见 到 我 的 父 亲 和 兄 弟 了。 
str_npc6_retirement_speech|当 初， 我 怀 着 在 你 的 带 领 下 摆 脱 黑 暗 的 期 望 加 入 了 你 的 队 伍， 而 且 我 确 实 在 这 里 寻 找 到 了 久 违 的 平 静。 可 是， 我 渐 渐 对 你 的 领 导 感 到 不 安， 也 许， 我 的 救 赎 之 路 不 在 此 处。 
str_npc7_retirement_speech|我 已 经 厌 烦 了 这 在 无 止 境 的 杀 戮 中 挣 扎 的 肮 脏 生 活 了， 我 也 受 够 了 看 着 人 们 因 为 恐 惧， 贪 婪， 色 欲 和 其 他 数 不 清 的 罪 行 而 堕 落 了。 我 已 经 赚 了 足 够 的 钱， 现 在 我 要 航 海 去 寻 找 一 块 比 卡 拉 迪 亚 好 的 多 的 地 方 生 活。 我 相 信 你 会 和 我 说 再 见 的， 不 是 吗？ 
str_npc8_retirement_speech|我 为 你 战 斗 了 不 少 日 子， 而 我 表 现 的 也 不 错。 但 你 的 领 导 无 法 始 终 让 我 满 意， 而 且 我 现 在 有 了 别 的 出 路。 我 要 用 我 那 一 份 战 利 品 组 成 一 只 部 队， 回 到 北 方 的 诺 德 大 陆 去 夺 回 被 我 那 背 信 弃 义 的 小 叔 子 夺 走 的 地 位， 那 本 属 于 我 过 世 的 丈 夫， 而 现 在， 它 应 该 属 于 我。 祝 你 今 后 一 切 顺 利， 再 见。 
str_npc9_retirement_speech|我 们 在 一 起 战 斗 得 很 好，我 们 也 赢 得 了 众 多 荣 誉。 不 过， 我 仍 然 对 你 的 领 导 有 所 保 留。 现 在， 我 要 去 建 立 自 己 的 教 会， 不 得 不 离 开 你。 希 望 有 一 天 我 们 能 够 再 见。 
str_npc10_retirement_speech|来 来 去 去 的 行 军 已 经 快 把 我 逼 疯 了， 我 已 经 赚 到 了 买 一 小 块 土 地 的 钱， 所 以 我 想 我 应 该 试 着 定 居 下 来， 祝 你 好 运， 再 见。 
str_npc11_retirement_speech|我 承 认， 你 让 我 加 入 你 的 队 伍 确 实 是 帮 了 我 这 个 老 妇 人 一 个 大 忙， 但 我 发 现 这 样 的 生 活 并 不 比 行 商 更 适 合 我。 战 斗 的 生 活 始 终 面 临 着 温 饱 的 问 题， 并 且 时 时 刻 刻 都 在 与 死 亡 擦 肩 而 过。 对 一 个 老 人 来 说 这 太 难 了， 所 以， 虽 然 我 还 没 有 将 来 的 目 标， 但 我 选 择 离 开。 
