str_no_string|¡NO STRING!
str_npc75_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc76_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc77_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc78_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc79_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc80_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc81_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc82_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc83_personalityclash_speech|Simplemente no me gusta {s11}.
str_npc84_personalityclash_speech|I just don't like that {s11}.
str_npc85_personalityclash_speech|I just don't like that {s11}.
str_npc86_personalityclash_speech|I just don't like that {s11}.
str_npc87_personalityclash_speech|I just don't like that {s11}.
str_npc88_personalityclash_speech|I just don't like that {s11}.
str_npc1_personalityclash_speech_b|He has a company the size of an army yet his only ambition is to split them up and work for a few golden coins. If he were the man he says he is he would go out a forge a kingdom for himself.
str_npc2_personalityclash_speech_b|We have enough good fighters here to win the day, we should not tolerate this hateful scum any longer.
str_npc3_personalityclash_speech_b|He is also a fiend of Chaos, a Were bear and he harms your reputation being one of your companions. I have heard mutterings against you in markets solely because of his presence.
str_npc4_personalityclash_speech_b|In recent battles he has held me back from doing my medical work and he even smashed the skull of a soldier right before I was about to treat him. I could have saved him and these are your men, you need to do something!
str_npc5_personalityclash_speech_b|He may be handy with words but I am handy with a blade, I swear one day I will slay him and burn his body in all those stupid books he writes. the flames will be seen for miles.
str_npc6_personalityclash_speech_b|He spends so much of his life talking, I spend it acting. I fight the most dangerous of threats and sometimes I have to do things many wouldn't dare to get the job done. It may give the wrong impression of me but my honour is unquestionable when you see the amount of lives I have saved and what I have sacrificed.
str_npc7_personalityclash_speech_b|He is clearly head and shoulders above everyone else in hand to hand combat but he has no leadership skills, no tactical mind and no ability to inspire others. There is more to the art of war than butchery.
str_npc8_personalityclash_speech_b|So yes I will take from his basket from time to time. He travels a lot so he has some great food, including the best cheese, sausages and honey. We all have to eat and the least he can do with all his wealth is stop moaning.
str_npc9_personalityclash_speech_b|I shouldn't have to be worrying about my gold and possessions while I am in your service but he has a funny way of ending up with things which are not his, especially my food. If I catch him red handed by the Gods you must let me kill him.
str_npc10_personalityclash_speech_b|Many years ago we turned countered an ambush by an Orc horde and he stole 2 kills from me with his unGodly skills. Banish him or I will cut off his hands the next chance we get.
str_npc11_personalityclash_speech_b|He came very close to wiping out all the Witch Elves but I was able to get them to safety in time thanks to my able fleet. I know he is one sacrifice the Witch Elves would go crazy for. I would order it now but I am respecting your leadership for the meantime.
str_npc12_personalityclash_speech_b|Beware where he treads, because i'm on my meds, crack on the head and Abdul's dead! Wooooooooooooooompop.
str_npc13_personalityclash_speech_b|He takes the word knight and turns it into an abomination, his battlefield conduct is a disgrace and he continuously murders knights of Bretonnia for no justifiable reason. There is a warrant out for him in my country, if I was not bound to your service I would take him in.
str_npc14_personalityclash_speech_b|He killed my horse Captain, my finest horse and greatest friend. I was on a mission to prove how good my horses are by riding from Miragliano to Copher in 3 days and along the way when we were at full speed I saw an arrow spear his head and he died instantly. He said it was an accident but I know Jalil by reputation and he doesn't miss. He shouldn't have fired anyway, it is a travesty.
str_npc15_personalityclash_speech_b|There are exceptions though and {s11} is one of them. He is fool and there is nothing to learn from him at all. He spends his whole life high on mad cap and you can never understand a word he says. He doesn't even try to communicate or find companionship with anyone. He is a waste of space.
str_npc16_personalityclash_speech_b|He is constantly examining and assessing my ability and is trying to force me to understand techniques and concepts. In the old days maybe I could take this but not now. I have been taught my own techniques by Rictus and I fight in my own way. I am not the weakling he remembers.
str_npc17_personalityclash_speech_b|His brewery is just over the mountains from my kingdom and we keep catching him using our forests as short cuts for his deliveries to Brionne. We have caught him and told him many times that he cannot do it but he keeps trying to sneak through rather than go around the authorised route. I would have him strung up but Orion just asks that his deliverers be sent back as he wants to avoid too big a diplomatic situation. Why would you want someone under your command who doesn't listen?
str_npc18_personalityclash_speech_b|He sees himself as a really dandy adventurer full of cunning and wit but I have taken more money off him at cards and knocked him about more times than I care to remember. He always used to take the same quests as me just so he could do it first but he never has, hahahaha, not even once.
str_npc19_personalityclash_speech_b|The Lizardmen think they are superior although they try to hide it unlike the Dark Elves who are open about their contempt for others. Just because reptiles thrive in our jungle it doesn't mean that they are welcome to come and go as they please.
str_npc20_personalityclash_speech_b|I am an expert at cards but she, she! has something up her sleeve. I don't know what it is but it is definitely not legitimate as she always knows what I have. Look at her grinning now, bitch.
str_npc21_personalityclash_speech_b|I was fond of him when I first met him, he always got into trouble but he was always fun to be around. I let him build up a big tab due to his constant financial problems and he always promised to pay me back. He has not however and he has refused to pay the debt for a year now, I would have strangled him if I didn't have more important matters to attend to. Even now you are paying him he still says I will get no money until he is ready to pay. What kind of honour is that.
str_npc22_personalityclash_speech_b|She calls me a hypocrite because Lizardmen often spend time in Amazonia but she needs to understand that they are the guests, not us. Our kind was there long before they were.
str_npc23_personalityclash_speech_b|She gets all angry and standoffish with me, she needs to lighten up. It's my birthday soon captain, maybe you can tell her to give me a kiss as a present.
str_npc24_personalityclash_speech_b|He is constantly examining and assessing my ability and is trying to force me to understand techniques and concepts I am not ready for yet. I will learn to be a valuable fighter but I can't be unrealistically rushed and certainly not by him.
str_npc25_personalityclash_speech_b|I know that Ogres tend to live in their own little world in their heads but {s11} really has no understanding of anything. Just now he picked up some leafs and told the troops a story about how he saved a badly wounded ladies life by unlocking their secret healing power and using them as a dressing with water and string. They were bay leaves captain, bay leaves. I fear that his very presence is actually making our troops dumber.
str_npc26_personalityclash_speech_b|He is strong for a human and tough yes but he is not as strong or as tough as an ogre, let alone the best of them..... me!
str_npc27_personalityclash_speech_b|It does not matter that he used to be a part of the Empire, he is a tomb King now and you should either disband him or let me kill him.
str_npc28_personalityclash_speech_b|I always wondered how they become so strong and it is because of people like Erasmus. So cold and calculated his methods are, does he even care how many innocent people die by his work? It would be a mercy on the Empire if he were to die today.
str_npc29_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc30_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc31_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc32_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc33_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc34_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc35_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc36_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc37_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc38_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc39_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc40_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc41_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc42_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc43_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc44_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc45_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc46_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc47_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc48_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc49_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc50_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc51_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc52_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc53_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc54_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc55_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc56_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc57_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc58_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc59_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc60_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc61_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc62_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc63_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc64_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
str_npc65_personalityclash_speech_b|No puedo estar de acuerdo con la forma de hacer las cosas.
